,City,County,Lat,Long,Radius,State,ZipCode,ZipScore,id,CountyScore
334,Watkinsville,Oconee County,33.8,-83.4,11.0,Georgia,30677,27,13219,99
335,White Plains,Greene County,33.5,-83.1,8.0,Georgia,30678,81,13133,98
336,Winder,Barrow County,34.0,-83.7,9.0,Georgia,30680,23,13013,95
337,Winterville,Clarke County,33.93,-83.26,7.0,Georgia,30683,100,13059,100
338,Calhoun,Gordon County,34.5,-85.0,11.0,Georgia,30701,20,13129,57
339,Chatsworth,Murray County,34.7,-84.8,13.0,Georgia,30705,36,13213,71
340,Chickamauga,Walker County,34.8,-85.3,14.0,Georgia,30707,97,13295,97
341,Cisco,Murray County,34.96,-84.66,3.0,Georgia,30708,71,13213,71
342,Cohutta,Whitfield County,34.94,-84.91,7.0,Georgia,30710,84,13313,94
343,Crandall,Murray County,34.9,-84.7,8.0,Georgia,30711,27,13213,71
344,Dalton,Whitfield County,34.8,-85.0,12.0,Georgia,30720,81,13313,94
345,Dalton,Whitfield County,34.8,-84.9,15.0,Georgia,30721,11,13313,94
346,Flintstone,Walker County,34.93,-85.36,5.0,Georgia,30725,92,13295,97
347,La Fayette,Walker County,34.7,-85.2,13.0,Georgia,30728,68,13295,97
348,Lyerly,Chattooga County,34.38,-85.41,6.0,Georgia,30730,71,13055,71
349,Menlo,Chattooga County,34.6,-85.5,13.0,Georgia,30731,30,13055,71
350,Plainville,Gordon County,34.42,-85.05,4.0,Georgia,30733,50,13129,57
351,Ranger,Gordon County,34.5,-84.7,7.0,Georgia,30734,57,13129,57
352,Resaca,Gordon County,34.6,-84.9,8.0,Georgia,30735,39,13129,57
353,Ringgold,Catoosa County,34.9,-85.1,10.0,Georgia,30736,66,13047,77
354,Rising Fawn,Dade County,34.8,-85.5,10.0,Georgia,30738,18,13083,98
355,Rock Spring,Walker County,34.8,-85.22,5.0,Georgia,30739,23,13295,97
356,Rocky Face,Whitfield County,34.76,-85.09,6.0,Georgia,30740,26,13313,94
357,Rossville,Walker County,34.94,-85.27,5.0,Georgia,30741,3,13295,97
358,Fort Oglethorpe,Catoosa County,34.95,-85.24,2.0,Georgia,30742,77,13047,77
359,Sugar Valley,Gordon County,34.6,-85.0,7.0,Georgia,30746,50,13129,57
360,Summerville,Chattooga County,34.5,-85.3,13.0,Georgia,30747,14,13055,71
361,Lookout Mountain,Walker County,34.94,-85.39,3.0,Georgia,30750,72,13295,97
362,Trenton,Dade County,34.9,-85.5,8.0,Georgia,30752,43,13083,98
363,Trion,Chattooga County,34.59,-85.28,6.0,Georgia,30753,30,13055,71
364,Tunnel Hill,Whitfield County,34.86,-85.04,6.0,Georgia,30755,94,13313,94
365,Wildwood,Dade County,34.93,-85.44,4.0,Georgia,30757,98,13083,98
366,Appling,Columbia County,33.6,-82.3,9.0,Georgia,30802,91,13073,91
367,Avera,Jefferson County,33.2,-82.6,8.0,Georgia,30803,41,13163,96
368,Blythe,Richmond County,33.3,-82.2,7.0,Georgia,30805,60,13245,90
369,Dearing,McDuffie County,33.39,-82.38,6.0,Georgia,30808,42,13189,60
370,Evans,Columbia County,33.56,-82.16,6.0,Georgia,30809,47,13073,91
371,Gibson,Glascock County,33.2,-82.6,10.0,Georgia,30810,85,13125,85
372,Grovetown,Columbia County,33.47,-82.22,6.0,Georgia,30813,83,13073,91
373,Harlem,Columbia County,33.43,-82.31,6.0,Georgia,30814,59,13073,91
374,Hephzibah,Richmond County,33.3,-82.1,10.0,Georgia,30815,16,13245,90
375,Keysville,Burke County,33.2,-82.1,11.0,Georgia,30816,42,13033,69
376,Lincolnton,Lincoln County,33.8,-82.4,12.0,Georgia,30817,41,13181,41
377,Matthews,Jefferson County,33.26,-82.33,6.0,Georgia,30818,96,13163,96
378,Mitchell,Glascock County,33.2,-82.7,8.0,Georgia,30820,62,13125,85
379,Norwood,Warren County,33.5,-82.7,11.0,Georgia,30821,94,13301,94
380,Perkins,Jenkins County,32.9,-81.9,8.0,Georgia,30822,71,13165,71
381,Stapleton,Jefferson County,33.2,-82.4,9.0,Georgia,30823,79,13163,96
382,Thomson,McDuffie County,33.5,-82.5,13.0,Georgia,30824,60,13189,60
383,Warrenton,Warren County,33.4,-82.7,11.0,Georgia,30828,32,13301,94
384,Waynesboro,Burke County,33.1,-82.0,19.0,Georgia,30830,41,13033,69
385,Wrens,Jefferson County,33.2,-82.4,8.0,Georgia,30833,21,13163,96
386,Augusta,Richmond County,33.43,-81.96,5.0,Georgia,30901,30,13245,90
387,Augusta,Richmond County,33.48,-82.02,4.0,Georgia,30904,90,13245,90
388,Augusta,Richmond County,33.4,-82.17,5.0,Georgia,30905,41,13245,90
389,Augusta,Richmond County,33.3,-82.0,10.0,Georgia,30906,39,13245,90
390,Augusta,Columbia County,33.53,-82.09,5.0,Georgia,30907,12,13073,91
391,Augusta,Richmond County,33.48,-82.1,6.0,Georgia,30909,49,13245,90
392,Augusta,Richmond County,,,,Georgia,30911,19,13245,90
393,Augusta,Richmond County,33.469,-81.989,0.3977272727272727,Georgia,30912,44,13245,90
394,Augusta,Richmond County,,,,Georgia,30913,14,13245,90
395,Abbeville,Wilcox County,32.0,-83.3,12.0,Georgia,31001,24,13315,51
396,Adrian,Emanuel County,32.6,-82.6,11.0,Georgia,31002,79,13107,79
397,Bonaire,Houston County,32.5,-83.6,9.0,Georgia,31005,84,13153,84
398,Butler,Taylor County,32.6,-84.3,13.0,Georgia,31006,98,13269,98
399,Byromville,Dooly County,32.2,-83.9,9.0,Georgia,31007,40,13093,86
400,Byron,Peach County,32.6,-83.8,7.0,Georgia,31008,6,13225,6
401,Cadwell,Laurens County,32.3,-83.0,10.0,Georgia,31009,40,13175,95
402,Chauncey,Dodge County,32.1,-83.1,7.0,Georgia,31011,54,13091,88
403,Chester,Dodge County,32.4,-83.2,8.0,Georgia,31012,88,13091,88
404,Cochran,Bleckley County,32.4,-83.3,14.0,Georgia,31014,18,13023,18
405,Cordele,Crisp County,31.9,-83.8,12.0,Georgia,31015,39,13081,39
406,Culloden,Monroe County,32.8,-84.1,12.0,Georgia,31016,65,13207,86
407,Danville,Twiggs County,32.6,-83.2,9.0,Georgia,31017,89,13289,89
408,Davisboro,Washington County,33.0,-82.6,12.0,Georgia,31018,11,13303,90
409,Dexter,Laurens County,32.42,-83.05,6.0,Georgia,31019,95,13175,95
410,Dry Branch,Twiggs County,32.6,-83.5,15.0,Georgia,31020,22,13289,89
411,Dublin,Laurens County,32.5,-82.9,20.0,Georgia,31021,4,13175,95
412,Dudley,Laurens County,32.5,-83.1,7.0,Georgia,31022,33,13175,95
413,Eastman,Dodge County,32.2,-83.2,15.0,Georgia,31023,2,13091,88
414,Eatonton,Putnam County,33.3,-83.3,14.0,Georgia,31024,93,13237,93
415,Elko,Houston County,32.3,-83.7,7.0,Georgia,31025,10,13153,84
416,East Dublin,Laurens County,32.6,-82.8,13.0,Georgia,31027,79,13175,95
417,Centerville,Houston County,32.63,-83.69,2.0,Georgia,31028,79,13153,84
418,Forsyth,Monroe County,33.0,-83.9,15.0,Georgia,31029,86,13207,86
419,Fort Valley,Peach County,32.6,-83.9,13.0,Georgia,31030,3,13225,6
420,Gordon,Wilkinson County,32.9,-83.3,10.0,Georgia,31031,18,13319,60
421,Gray,Jones County,33.0,-83.6,11.0,Georgia,31032,92,13169,92
422,Haddock,Jones County,33.1,-83.5,11.0,Georgia,31033,70,13169,92
423,Harrison,Washington County,32.86,-82.71,7.0,Georgia,31035,90,13303,90
424,Hawkinsville,Pulaski County,32.3,-83.5,14.0,Georgia,31036,68,13235,68
425,Helena,Telfair County,32.1,-82.9,8.0,Georgia,31037,48,13271,85
426,Hillsboro,Jasper County,33.2,-83.6,8.0,Georgia,31038,58,13159,95
427,Ideal,Macon County,32.4,-84.2,7.0,Georgia,31041,64,13193,64
428,Irwinton,Wilkinson County,32.77,-83.18,6.0,Georgia,31042,58,13319,60
429,Jeffersonville,Twiggs County,32.7,-83.4,12.0,Georgia,31044,14,13289,89
430,Jewell,Warren County,33.29,-82.76,2.0,Georgia,31045,49,13301,94
431,Juliette,Monroe County,33.0,-83.8,9.0,Georgia,31046,77,13207,86
432,Kathleen,Houston County,32.48,-83.64,6.0,Georgia,31047,23,13153,84
433,Kite,Johnson County,32.7,-82.5,8.0,Georgia,31049,4,13167,66
434,Knoxville,Crawford County,32.74,-83.95,5.0,Georgia,31050,81,13079,81
435,Lizella,Bibb County,32.78,-83.85,7.0,Georgia,31052,35,13021,90
436,Mc Intyre,Wilkinson County,32.89,-83.21,5.0,Georgia,31054,60,13319,60
437,Mc Rae,Telfair County,32.0,-82.8,10.0,Georgia,31055,45,13271,85
438,Marshallville,Macon County,32.4,-83.9,8.0,Georgia,31057,53,13193,64
439,Mauk,Marion County,32.5,-84.4,10.0,Georgia,31058,42,13197,91
440,Milan,Telfair County,32.0,-83.1,12.0,Georgia,31060,80,13271,85
441,Milledgeville,Baldwin County,33.1,-83.2,14.0,Georgia,31061,35,13009,35
442,Montezuma,Macon County,32.3,-83.9,9.0,Georgia,31063,43,13193,64
443,Monticello,Jasper County,33.3,-83.7,13.0,Georgia,31064,20,13159,95
444,Montrose,Laurens County,32.57,-83.15,7.0,Georgia,31065,77,13175,95
445,Musella,Crawford County,32.8,-84.0,8.0,Georgia,31066,66,13079,81
446,Oglethorpe,Macon County,32.3,-84.1,11.0,Georgia,31068,40,13193,64
447,Perry,Houston County,32.4,-83.7,9.0,Georgia,31069,21,13153,84
448,Pinehurst,Dooly County,32.2,-83.8,7.0,Georgia,31070,86,13093,86
449,Pineview,Wilcox County,32.1,-83.5,7.0,Georgia,31071,33,13315,51
450,Pitts,Wilcox County,32.0,-83.6,10.0,Georgia,31072,0,13315,51
451,Rentz,Laurens County,32.4,-83.0,8.0,Georgia,31075,25,13175,95
452,Reynolds,Taylor County,32.6,-84.1,10.0,Georgia,31076,53,13269,98
453,Rhine,Dodge County,32.0,-83.2,8.0,Georgia,31077,88,13091,88
454,Roberta,Crawford County,32.7,-84.1,9.0,Georgia,31078,48,13079,81
455,Rochelle,Wilcox County,31.9,-83.4,11.0,Georgia,31079,51,13315,51
456,Rupert,Taylor County,32.42,-84.28,7.0,Georgia,31081,84,13269,98
457,Sandersville,Washington County,33.0,-82.9,16.0,Georgia,31082,83,13303,90
458,Shady Dale,Jasper County,33.42,-83.63,7.0,Georgia,31085,83,13159,95
459,Sparta,Hancock County,33.3,-83.0,18.0,Georgia,31087,55,13141,55
460,Warner Robins,Houston County,32.58,-83.65,5.0,Georgia,31088,81,13153,84
461,Tennille,Washington County,32.9,-82.8,10.0,Georgia,31089,72,13303,90
462,Toomsboro,Wilkinson County,32.8,-83.1,11.0,Georgia,31090,43,13319,60
463,Unadilla,Dooly County,32.2,-83.7,9.0,Georgia,31091,16,13093,86
464,Vienna,Dooly County,32.1,-83.8,13.0,Georgia,31092,83,13093,86
465,Warner Robins,Houston County,32.65,-83.65,4.0,Georgia,31093,42,13153,84
466,Warthen,Washington County,33.1,-82.8,9.0,Georgia,31094,62,13303,90
467,Wrightsville,Johnson County,32.7,-82.8,14.0,Georgia,31096,66,13167,66
468,Yatesville,Upson County,32.9,-84.1,7.0,Georgia,31097,94,13293,94
469,Warner Robins,Houston County,32.62,-83.57,4.0,Georgia,31098,68,13153,84
470,Atlanta,Fulton County,,,,Georgia,31120,86,13121,98
471,Macon,Bibb County,32.81,-83.62,4.0,Georgia,31201,4,13021,90
472,Macon,Bibb County,32.86,-83.67,4.0,Georgia,31204,21,13021,90
473,Macon,Bibb County,32.8,-83.69,5.0,Georgia,31206,90,13021,90
474,Macon,Bibb County,32.9,-83.75,7.0,Georgia,31210,27,13021,90
475,Macon,Bibb County,32.9,-83.6,9.0,Georgia,31211,18,13021,90
476,Macon,Bibb County,32.73,-83.69,7.0,Georgia,31216,4,13021,90
477,Macon,Bibb County,32.8,-83.5,12.0,Georgia,31217,51,13021,90
478,Macon,Bibb County,32.88,-83.81,6.0,Georgia,31220,11,13021,90
479,Allenhurst,Liberty County,31.77,-81.62,2.0,Georgia,31301,32,13179,86
480,Bloomingdale,Effingham County,32.11,-81.34,6.0,Georgia,31302,16,13103,94
481,Clyo,Effingham County,32.5,-81.3,8.0,Georgia,31303,0,13103,94
482,Darien,McIntosh County,31.4,-81.4,9.0,Georgia,31305,85,13191,85
483,Ellabell,Bryan County,32.2,-81.5,9.0,Georgia,31308,29,13029,63
484,Fleming,Liberty County,31.9,-81.45,5.0,Georgia,31309,86,13179,86
485,Guyton,Effingham County,32.3,-81.4,14.0,Georgia,31312,17,13103,94
486,Hinesville,Liberty County,31.9,-81.6,12.0,Georgia,31313,54,13179,86
487,Fort Stewart,Liberty County,32.0,-81.5,16.0,Georgia,31314,64,13179,86
488,Fort Stewart,Liberty County,31.89,-81.6,2.0,Georgia,31315,24,13179,86
489,Ludowici,Long County,31.8,-81.7,19.0,Georgia,31316,12,13183,12
490,Midway,Liberty County,31.8,-81.4,14.0,Georgia,31320,14,13179,86
491,Pembroke,Bryan County,32.2,-81.7,11.0,Georgia,31321,63,13029,63
492,Pooler,Chatham County,32.11,-81.25,7.0,Georgia,31322,100,13051,100
493,Riceboro,Liberty County,31.7,-81.4,17.0,Georgia,31323,0,13179,86
494,Richmond Hill,Bryan County,31.9,-81.3,11.0,Georgia,31324,32,13029,63
495,Rincon,Effingham County,32.3,-81.2,8.0,Georgia,31326,94,13103,94
496,Tybee Island,Chatham County,32.01,-80.88,2.0,Georgia,31328,6,13051,100
497,Springfield,Effingham County,32.4,-81.3,10.0,Georgia,31329,33,13103,94
498,Townsend,McIntosh County,31.5,-81.4,16.0,Georgia,31331,68,13191,85
499,Savannah,Chatham County,32.07,-81.09,2.0,Georgia,31401,64,13051,100
500,Savannah,Chatham County,32.05,-81.03,4.0,Georgia,31404,35,13051,100
501,Savannah,Chatham County,32.04,-81.17,6.0,Georgia,31405,31,13051,100
502,Savannah,Chatham County,31.97,-81.08,5.0,Georgia,31406,54,13051,100
503,Savannah,Chatham County,32.18,-81.18,5.0,Georgia,31407,51,13051,100
504,Savannah,Chatham County,32.12,-81.18,4.0,Georgia,31408,87,13051,100
505,Savannah,Chatham County,32.01,-80.95,7.0,Georgia,31410,54,13051,100
506,Savannah,Chatham County,31.9,-81.1,12.0,Georgia,31411,7,13051,100
507,Savannah,Chatham County,32.08,-81.13,2.0,Georgia,31415,59,13051,100
508,Savannah,Chatham County,32.0,-81.2,9.0,Georgia,31419,92,13051,100
509,Savannah,Chatham County,,,,Georgia,31421,29,13051,100
510,Waycross,Ware County,31.24,-82.36,5.0,Georgia,31501,10,13299,67
511,Waycross,Ware County,31.1,-82.4,26.0,Georgia,31503,10,13299,67
512,Alma,Bacon County,31.6,-82.5,13.0,Georgia,31510,53,13005,53
513,Ambrose,Coffee County,31.6,-83.0,10.0,Georgia,31512,91,13069,91
514,Baxley,Appling County,31.8,-82.3,17.0,Georgia,31513,3,13001,66
515,Blackshear,Pierce County,31.3,-82.2,10.0,Georgia,31516,27,13229,88
516,Bristol,Appling County,31.51,-82.17,7.0,Georgia,31518,59,13001,66
517,Broxton,Coffee County,31.7,-82.9,10.0,Georgia,31519,7,13069,91
518,Brunswick,Glynn County,31.18,-81.48,5.0,Georgia,31520,33,13127,96
519,Saint Simons Island,Glynn County,31.2,-81.4,8.0,Georgia,31522,63,13127,96
520,Brunswick,Glynn County,31.2,-81.6,15.0,Georgia,31523,61,13127,96
521,Brunswick,Glynn County,31.3,-81.5,11.0,Georgia,31525,36,13127,96
522,Jekyll Island,Glynn County,31.07,-81.45,4.0,Georgia,31527,96,13127,96
523,Denton,Jeff Davis County,31.7,-82.7,7.0,Georgia,31532,60,13161,60
524,Douglas,Coffee County,31.5,-82.8,8.0,Georgia,31533,17,13069,91
525,Douglas,Coffee County,31.5,-82.8,11.0,Georgia,31535,1,13069,91
526,Folkston,Charlton County,30.9,-82.0,13.0,Georgia,31537,91,13049,91
527,Hazlehurst,Jeff Davis County,31.8,-82.6,14.0,Georgia,31539,50,13161,60
528,Hoboken,Brantley County,31.1,-82.2,10.0,Georgia,31542,60,13025,92
529,Hortense,Brantley County,31.4,-81.8,14.0,Georgia,31543,92,13025,92
530,Jacksonville,Telfair County,31.9,-82.9,11.0,Georgia,31544,31,13271,85
531,Jesup,Wayne County,31.7,-82.0,12.0,Georgia,31545,13,13305,97
532,Jesup,Wayne County,31.5,-81.8,13.0,Georgia,31546,97,13305,97
533,Kings Bay,Camden County,30.79,-81.54,3.0,Georgia,31547,16,13039,84
534,Kingsland,Camden County,30.8,-81.7,11.0,Georgia,31548,84,13039,84
535,Lumber City,Telfair County,31.9,-82.8,8.0,Georgia,31549,85,13271,85
536,Manor,Ware County,31.1,-82.6,10.0,Georgia,31550,67,13299,67
537,Mershon,Pierce County,31.5,-82.3,8.0,Georgia,31551,28,13229,88
538,Millwood,Ware County,31.3,-82.6,9.0,Georgia,31552,38,13299,67
539,Nahunta,Brantley County,31.2,-82.0,10.0,Georgia,31553,13,13025,92
540,Nicholls,Coffee County,31.5,-82.6,12.0,Georgia,31554,53,13069,91
541,Odum,Wayne County,31.7,-82.1,11.0,Georgia,31555,28,13305,97
542,Patterson,Pierce County,31.4,-82.1,9.0,Georgia,31557,88,13229,88
543,Saint Marys,Camden County,30.8,-81.5,11.0,Georgia,31558,75,13039,84
544,Screven,Wayne County,31.5,-82.0,12.0,Georgia,31560,38,13305,97
545,Saint George,Charlton County,30.7,-82.2,26.0,Georgia,31562,12,13049,91
546,Surrency,Appling County,31.7,-82.2,15.0,Georgia,31563,66,13001,66
547,Waverly,Camden County,31.1,-81.7,13.0,Georgia,31565,49,13039,84
548,Waynesville,Brantley County,31.2,-81.8,12.0,Georgia,31566,26,13025,92
549,West Green,Coffee County,31.62,-82.7,5.0,Georgia,31567,18,13069,91
550,White Oak,Camden County,31.0,-81.8,10.0,Georgia,31568,53,13039,84
551,Woodbine,Camden County,30.9,-81.6,13.0,Georgia,31569,50,13039,84
552,Valdosta,Lowndes County,30.8,-83.4,10.0,Georgia,31601,59,13185,96
553,Valdosta,Lowndes County,30.9,-83.3,8.0,Georgia,31602,29,13185,96
554,Valdosta,Lowndes County,30.95,-83.23,6.0,Georgia,31605,3,13185,96
555,Valdosta,Lowndes County,30.8,-83.2,8.0,Georgia,31606,8,13185,96
556,Adel,Cook County,31.1,-83.4,9.0,Georgia,31620,91,13075,91
557,Alapaha,Berrien County,31.4,-83.2,9.0,Georgia,31622,73,13019,73
558,Axson,Atkinson County,31.3,-82.7,8.0,Georgia,31624,74,13003,87
559,Barney,Brooks County,31.01,-83.53,6.0,Georgia,31625,65,13027,65
560,Boston,Thomas County,30.8,-83.8,11.0,Georgia,31626,48,13275,89
561,Dixie,Brooks County,30.8,-83.7,9.0,Georgia,31629,41,13027,65
562,Du Pont,Clinch County,30.9,-82.9,11.0,Georgia,31630,47,13065,47
563,Fargo,Clinch County,30.8,-82.5,27.0,Georgia,31631,45,13065,47
564,Hahira,Lowndes County,31.0,-83.4,10.0,Georgia,31632,90,13185,96
565,Homerville,Clinch County,31.0,-82.7,15.0,Georgia,31634,12,13065,47
566,Lakeland,Lanier County,31.1,-83.1,9.0,Georgia,31635,55,13173,73
567,Lake Park,Lowndes County,30.7,-83.1,11.0,Georgia,31636,96,13185,96
568,Lenox,Cook County,31.3,-83.4,9.0,Georgia,31637,13,13075,91
569,Morven,Brooks County,30.92,-83.5,6.0,Georgia,31638,53,13027,65
570,Nashville,Berrien County,31.2,-83.2,11.0,Georgia,31639,3,13019,73
571,Naylor,Lowndes County,30.9,-83.1,8.0,Georgia,31641,72,13185,96
572,Pearson,Atkinson County,31.3,-82.9,9.0,Georgia,31642,34,13003,87
573,Quitman,Brooks County,30.8,-83.6,13.0,Georgia,31643,59,13027,65
574,Ray City,Berrien County,31.06,-83.23,5.0,Georgia,31645,54,13019,73
575,Sparks,Cook County,31.2,-83.42,6.0,Georgia,31647,86,13075,91
576,Statenville,Echols County,30.7,-82.9,11.0,Georgia,31648,78,13101,78
577,Stockton,Lanier County,30.92,-83.0,7.0,Georgia,31649,73,13173,73
578,Willacoochee,Atkinson County,31.3,-83.0,12.0,Georgia,31650,87,13003,87
579,Albany,Dougherty County,31.58,-84.15,5.0,Georgia,31701,98,13095,98
580,Albany,Dougherty County,31.5,-84.0,11.0,Georgia,31705,11,13095,98
581,Albany,Dougherty County,31.59,-84.21,4.0,Georgia,31707,46,13095,98
582,Americus,Sumter County,32.0,-84.1,10.0,Georgia,31709,21,13261,90
583,Andersonville,Sumter County,32.19,-84.12,7.0,Georgia,31711,76,13261,90
584,Arabi,Crisp County,31.8,-83.7,8.0,Georgia,31712,2,13081,39
585,Ashburn,Turner County,31.7,-83.7,14.0,Georgia,31714,84,13287,91
586,Baconton,Mitchell County,31.4,-84.1,7.0,Georgia,31716,12,13205,75
587,Americus,Sumter County,32.0,-84.3,10.0,Georgia,31719,90,13261,90
588,Albany,Dougherty County,31.5,-84.3,12.0,Georgia,31721,34,13095,98
589,Camilla,Mitchell County,31.2,-84.3,17.0,Georgia,31730,53,13205,75
590,Chula,Tift County,31.6,-83.5,7.0,Georgia,31733,89,13277,99
591,Cobb,Sumter County,31.97,-83.98,5.0,Georgia,31735,6,13261,90
592,Coolidge,Thomas County,31.01,-83.87,6.0,Georgia,31738,69,13275,89
593,De Soto,Sumter County,31.9,-84.0,7.0,Georgia,31743,68,13261,90
594,Doerun,Colquitt County,31.3,-83.9,9.0,Georgia,31744,30,13071,91
595,Enigma,Berrien County,31.4,-83.33,7.0,Georgia,31749,31,13019,73
596,Fitzgerald,Ben Hill County,31.7,-83.2,14.0,Georgia,31750,98,13017,98
597,Hartsfield,Colquitt County,31.18,-83.96,6.0,Georgia,31756,88,13071,91
598,Thomasville,Thomas County,30.9,-83.9,9.0,Georgia,31757,60,13275,89
599,Leesburg,Lee County,31.7,-84.1,11.0,Georgia,31763,53,13177,92
600,Leslie,Sumter County,32.0,-84.1,9.0,Georgia,31764,38,13261,90
601,Meigs,Thomas County,31.1,-84.0,8.0,Georgia,31765,82,13275,89
602,Moultrie,Colquitt County,31.2,-83.8,13.0,Georgia,31768,91,13071,91
603,Norman Park,Colquitt County,31.3,-83.6,9.0,Georgia,31771,55,13071,91
604,Oakfield,Worth County,31.72,-83.96,7.0,Georgia,31772,33,13321,100
605,Ochlocknee,Thomas County,31.0,-84.1,9.0,Georgia,31773,89,13275,89
606,Ocilla,Irwin County,31.6,-83.3,11.0,Georgia,31774,69,13155,69
607,Omega,Tift County,31.34,-83.61,7.0,Georgia,31775,99,13277,99
608,Pavo,Thomas County,31.0,-83.7,9.0,Georgia,31778,67,13275,89
609,Pelham,Mitchell County,31.1,-84.2,11.0,Georgia,31779,14,13205,75
610,Plains,Sumter County,32.0,-84.4,10.0,Georgia,31780,52,13261,90
611,Poulan,Worth County,31.5,-83.8,8.0,Georgia,31781,26,13321,100
612,Rebecca,Turner County,31.8,-83.5,10.0,Georgia,31783,56,13287,91
613,Sale City,Mitchell County,31.25,-84.05,5.0,Georgia,31784,75,13205,75
614,Smithville,Lee County,31.9,-84.2,11.0,Georgia,31787,92,13177,92
615,Moultrie,Colquitt County,31.1,-83.7,10.0,Georgia,31788,89,13071,91
616,Sumner,Worth County,31.5,-83.7,12.0,Georgia,31789,35,13321,100
617,Sycamore,Turner County,31.65,-83.56,7.0,Georgia,31790,91,13287,91
618,Sylvester,Worth County,31.5,-83.9,14.0,Georgia,31791,100,13321,100
619,Thomasville,Thomas County,30.8,-84.1,14.0,Georgia,31792,23,13275,89
620,Tifton,Tift County,31.5,-83.6,11.0,Georgia,31793,0,13277,99
621,Tifton,Tift County,31.4,-83.4,10.0,Georgia,31794,61,13277,99
622,Ty Ty,Tift County,31.48,-83.68,7.0,Georgia,31795,56,13277,99
623,Warwick,Worth County,31.8,-83.9,7.0,Georgia,31796,58,13321,100
624,Wray,Irwin County,31.6,-83.1,13.0,Georgia,31798,69,13155,69
625,Box Springs,Marion County,32.5,-84.6,9.0,Georgia,31801,36,13197,91
626,Buena Vista,Marion County,32.3,-84.5,13.0,Georgia,31803,91,13197,91
627,Cataula,Harris County,32.65,-84.9,7.0,Georgia,31804,15,13145,86
628,Cusseta,Chattahoochee County,32.29,-84.75,6.0,Georgia,31805,24,13053,84
629,Ellaville,Schley County,32.3,-84.3,12.0,Georgia,31806,47,13249,47
630,Ellerslie,Harris County,32.65,-84.83,4.0,Georgia,31807,43,13145,86
631,Fortson,Harris County,32.64,-85.01,7.0,Georgia,31808,68,13145,86
632,Hamilton,Harris County,32.8,-85.0,15.0,Georgia,31811,81,13145,86
633,Junction City,Talbot County,32.62,-84.45,7.0,Georgia,31812,10,13263,33
634,Lumpkin,Stewart County,32.0,-84.9,13.0,Georgia,31815,72,13259,76
635,Manchester,Meriwether County,32.88,-84.61,6.0,Georgia,31816,54,13199,95
636,Midland,Muscogee County,32.55,-84.84,7.0,Georgia,31820,99,13215,99
637,Omaha,Stewart County,32.1,-84.9,12.0,Georgia,31821,54,13259,76
638,Pine Mountain,Harris County,32.8,-84.9,9.0,Georgia,31822,86,13145,86
639,Pine Mountain Valley,Harris County,32.81,-84.82,3.0,Georgia,31823,41,13145,86
640,Preston,Webster County,32.1,-84.5,13.0,Georgia,31824,52,13307,64
641,Richland,Stewart County,32.1,-84.7,13.0,Georgia,31825,76,13259,76
642,Shiloh,Harris County,32.79,-84.69,6.0,Georgia,31826,21,13145,86
643,Talbotton,Talbot County,32.7,-84.5,14.0,Georgia,31827,33,13263,33
644,Upatoi,Muscogee County,32.5,-84.8,9.0,Georgia,31829,82,13215,99
645,Warm Springs,Meriwether County,32.89,-84.73,6.0,Georgia,31830,95,13199,95
646,Waverly Hall,Harris County,32.7,-84.7,7.0,Georgia,31831,70,13145,86
647,Weston,Webster County,31.97,-84.6,4.0,Georgia,31832,64,13307,64
648,West Point,Troup County,32.8,-85.1,9.0,Georgia,31833,58,13285,92
649,Woodland,Talbot County,32.8,-84.5,10.0,Georgia,31836,8,13263,33
650,Columbus,Muscogee County,32.47,-84.98,2.0,Georgia,31901,39,13215,99
651,Columbus,Muscogee County,32.41,-84.95,3.0,Georgia,31903,4,13215,99
652,Columbus,Muscogee County,32.54,-85.01,5.0,Georgia,31904,69,13215,99
653,Fort Benning,Chattahoochee County,32.4,-84.8,13.0,Georgia,31905,84,13053,84
654,Columbus,Muscogee County,32.47,-84.95,3.0,Georgia,31906,20,13215,99
655,Columbus,Muscogee County,32.48,-84.87,5.0,Georgia,31907,3,13215,99
656,Columbus,Muscogee County,32.54,-84.92,3.0,Georgia,31909,96,13215,99
657,Arlington,Calhoun County,31.46,-84.74,5.0,Georgia,39813,96,13037,96
658,Attapulgus,Decatur County,30.75,-84.47,6.0,Georgia,39815,60,13087,72
659,Bainbridge,Decatur County,30.9,-84.6,12.0,Georgia,39817,72,13087,72
660,Bainbridge,Decatur County,30.9,-84.6,14.0,Georgia,39819,25,13087,72
661,Blakely,Early County,31.3,-84.9,16.0,Georgia,39823,20,13099,89
662,Bluffton,Clay County,31.6,-84.9,9.0,Georgia,39824,50,13061,50
663,Brinson,Decatur County,30.9,-84.7,11.0,Georgia,39825,71,13087,72
664,Bronwood,Terrell County,31.82,-84.33,5.0,Georgia,39826,33,13273,86
665,Cairo,Grady County,31.0,-84.2,7.0,Georgia,39827,66,13131,91
666,Cairo,Grady County,30.8,-84.2,11.0,Georgia,39828,91,13131,91
667,Climax,Decatur County,30.9,-84.4,15.0,Georgia,39834,58,13087,72
668,Coleman,Randolph County,31.6,-84.9,8.0,Georgia,39836,79,13243,79
669,Colquitt,Miller County,31.1,-84.7,14.0,Georgia,39837,38,13201,38
670,Cuthbert,Randolph County,31.8,-84.8,13.0,Georgia,39840,36,13243,79
