State,County,City,ZipCode,Lat,Long,Radius,Score
Georgia,Twiggs County,Dry Branch,31020,32.6,-83.5,15.0,180
Georgia,Laurens County,Dublin,31021,32.5,-82.9,20.0,33
Georgia,Laurens County,Dudley,31022,32.5,-83.1,7.0,192
Georgia,Dodge County,Eastman,31023,32.2,-83.2,15.0,157
Georgia,Putnam County,Eatonton,31024,33.3,-83.3,14.0,87
Georgia,Houston County,Elko,31025,32.3,-83.7,7.0,290
Georgia,Laurens County,East Dublin,31027,32.6,-82.8,13.0,189
Georgia,Houston County,Centerville,31028,32.63,-83.69,2.0,81
Georgia,Monroe County,Forsyth,31029,33.0,-83.9,15.0,116
Georgia,Peach County,Fort Valley,31030,32.6,-83.9,13.0,143
Georgia,Wilkinson County,Gordon,31031,32.9,-83.3,10.0,260
Georgia,Jones County,Gray,31032,33.0,-83.6,11.0,103
Georgia,Jones County,Haddock,31033,33.1,-83.5,11.0,93
Georgia,Washington County,Harrison,31035,32.86,-82.71,7.0,287
Georgia,Pulaski County,Hawkinsville,31036,32.3,-83.5,14.0,191
Georgia,Telfair County,Helena,31037,32.1,-82.9,8.0,192
Georgia,Jasper County,Hillsboro,31038,33.2,-83.6,8.0,298
Georgia,Macon County,Ideal,31041,32.4,-84.2,7.0,296
Georgia,Wilkinson County,Irwinton,31042,32.77,-83.18,6.0,62
Georgia,Twiggs County,Jeffersonville,31044,32.7,-83.4,12.0,219
Georgia,Warren County,Jewell,31045,33.29,-82.76,2.0,194
Georgia,Monroe County,Juliette,31046,33.0,-83.8,9.0,211
Georgia,Houston County,Kathleen,31047,32.48,-83.64,6.0,123
Georgia,Johnson County,Kite,31049,32.7,-82.5,8.0,300
Georgia,Crawford County,Knoxville,31050,32.74,-83.95,5.0,56
Georgia,Bibb County,Lizella,31052,32.78,-83.85,7.0,91
Georgia,Wilkinson County,Mc Intyre,31054,32.89,-83.21,5.0,30
Georgia,Telfair County,Mc Rae,31055,32.0,-82.8,10.0,86
Georgia,Macon County,Marshallville,31057,32.4,-83.9,8.0,115
Georgia,Marion County,Mauk,31058,32.5,-84.4,10.0,20
Georgia,Telfair County,Milan,31060,32.0,-83.1,12.0,129
Georgia,Baldwin County,Milledgeville,31061,33.1,-83.2,14.0,167
Georgia,Macon County,Montezuma,31063,32.3,-83.9,9.0,188
Georgia,Jasper County,Monticello,31064,33.3,-83.7,13.0,179
Georgia,Laurens County,Montrose,31065,32.57,-83.15,7.0,20
Georgia,Crawford County,Musella,31066,32.8,-84.0,8.0,198
Georgia,Macon County,Oglethorpe,31068,32.3,-84.1,11.0,179
Georgia,Houston County,Perry,31069,32.4,-83.7,9.0,298
Georgia,Dooly County,Pinehurst,31070,32.2,-83.8,7.0,300
Georgia,Wilcox County,Pineview,31071,32.1,-83.5,7.0,231
Georgia,Wilcox County,Pitts,31072,32.0,-83.6,10.0,232
Georgia,Laurens County,Rentz,31075,32.4,-83.0,8.0,280
Georgia,Taylor County,Reynolds,31076,32.6,-84.1,10.0,258
Georgia,Dodge County,Rhine,31077,32.0,-83.2,8.0,52
Georgia,Crawford County,Roberta,31078,32.7,-84.1,9.0,107
Georgia,Wilcox County,Rochelle,31079,31.9,-83.4,11.0,237
Georgia,Taylor County,Rupert,31081,32.42,-84.28,7.0,162
Georgia,Washington County,Sandersville,31082,33.0,-82.9,16.0,156
Georgia,Jasper County,Shady Dale,31085,33.42,-83.63,7.0,284
Georgia,Hancock County,Sparta,31087,33.3,-83.0,18.0,273
Georgia,Houston County,Warner Robins,31088,32.58,-83.65,5.0,177
Georgia,Washington County,Tennille,31089,32.9,-82.8,10.0,143
Georgia,Wilkinson County,Toomsboro,31090,32.8,-83.1,11.0,138
Georgia,Dooly County,Unadilla,31091,32.2,-83.7,9.0,240
Georgia,Dooly County,Vienna,31092,32.1,-83.8,13.0,89
Georgia,Houston County,Warner Robins,31093,32.65,-83.65,4.0,108
Georgia,Washington County,Warthen,31094,33.1,-82.8,9.0,245
Georgia,Johnson County,Wrightsville,31096,32.7,-82.8,14.0,104
Georgia,Upson County,Yatesville,31097,32.9,-84.1,7.0,237
Georgia,Houston County,Warner Robins,31098,32.62,-83.57,4.0,261
Georgia,Bibb County,Macon,31201,32.81,-83.62,4.0,142
Georgia,Bibb County,Macon,31204,32.86,-83.67,4.0,145
Georgia,Bibb County,Macon,31206,32.8,-83.69,5.0,5
Georgia,Bibb County,Macon,31210,32.9,-83.75,7.0,216
Georgia,Bibb County,Macon,31211,32.9,-83.6,9.0,86
Georgia,Bibb County,Macon,31216,32.73,-83.69,7.0,139
Georgia,Bibb County,Macon,31217,32.8,-83.5,12.0,94
Georgia,Bibb County,Macon,31220,32.88,-83.81,6.0,77
Georgia,Liberty County,Allenhurst,31301,31.77,-81.62,2.0,231
Georgia,Effingham County,Bloomingdale,31302,32.11,-81.34,6.0,232
Georgia,Effingham County,Clyo,31303,32.5,-81.3,8.0,253
Georgia,McIntosh County,Darien,31305,31.4,-81.4,9.0,72
Georgia,Bryan County,Ellabell,31308,32.2,-81.5,9.0,279
Georgia,Liberty County,Fleming,31309,31.9,-81.45,5.0,116
Georgia,Effingham County,Guyton,31312,32.3,-81.4,14.0,175
Georgia,Liberty County,Hinesville,31313,31.9,-81.6,12.0,206
Georgia,Liberty County,Fort Stewart,31314,32.0,-81.5,16.0,68
Georgia,Liberty County,Fort Stewart,31315,31.89,-81.6,2.0,120
Georgia,Long County,Ludowici,31316,31.8,-81.7,19.0,47
Georgia,Liberty County,Midway,31320,31.8,-81.4,14.0,75
Georgia,Bryan County,Pembroke,31321,32.2,-81.7,11.0,118
Georgia,Chatham County,Pooler,31322,32.11,-81.25,7.0,123
Georgia,Liberty County,Riceboro,31323,31.7,-81.4,17.0,187
Georgia,Bryan County,Richmond Hill,31324,31.9,-81.3,11.0,185
Georgia,Effingham County,Rincon,31326,32.3,-81.2,8.0,42
Georgia,Chatham County,Tybee Island,31328,32.01,-80.88,2.0,171
Georgia,Effingham County,Springfield,31329,32.4,-81.3,10.0,97
Georgia,McIntosh County,Townsend,31331,31.5,-81.4,16.0,168
Georgia,Chatham County,Savannah,31401,32.07,-81.09,2.0,145
Georgia,Chatham County,Savannah,31404,32.05,-81.03,4.0,29
Georgia,Chatham County,Savannah,31405,32.04,-81.17,6.0,11
Georgia,Chatham County,Savannah,31406,31.97,-81.08,5.0,62
Georgia,Chatham County,Savannah,31407,32.18,-81.18,5.0,39
Georgia,Chatham County,Savannah,31408,32.12,-81.18,4.0,191
Georgia,Chatham County,Savannah,31410,32.01,-80.95,7.0,162
Georgia,Chatham County,Savannah,31411,31.9,-81.1,12.0,17
Georgia,Chatham County,Savannah,31415,32.08,-81.13,2.0,175
Georgia,Chatham County,Savannah,31419,32.0,-81.2,9.0,33
Georgia,Ware County,Waycross,31501,31.24,-82.36,5.0,85
Georgia,Ware County,Waycross,31503,31.1,-82.4,26.0,37
Georgia,Bacon County,Alma,31510,31.6,-82.5,13.0,182
Georgia,Coffee County,Ambrose,31512,31.6,-83.0,10.0,67
Georgia,Appling County,Baxley,31513,31.8,-82.3,17.0,249
Georgia,Pierce County,Blackshear,31516,31.3,-82.2,10.0,116
Georgia,Appling County,Bristol,31518,31.51,-82.17,7.0,259
Georgia,Coffee County,Broxton,31519,31.7,-82.9,10.0,30
Georgia,Glynn County,Brunswick,31520,31.18,-81.48,5.0,144
Georgia,Glynn County,Saint Simons Island,31522,31.2,-81.4,8.0,66
Georgia,Glynn County,Brunswick,31523,31.2,-81.6,15.0,243
Georgia,Glynn County,Brunswick,31525,31.3,-81.5,11.0,230
Georgia,Glynn County,Jekyll Island,31527,31.07,-81.45,4.0,253
Georgia,Jeff Davis County,Denton,31532,31.7,-82.7,7.0,295
Georgia,Coffee County,Douglas,31533,31.5,-82.8,8.0,155
Georgia,Coffee County,Douglas,31535,31.5,-82.8,11.0,108
Georgia,Charlton County,Folkston,31537,30.9,-82.0,13.0,23
Georgia,Jeff Davis County,Hazlehurst,31539,31.8,-82.6,14.0,212
Georgia,Brantley County,Hoboken,31542,31.1,-82.2,10.0,244
Georgia,Brantley County,Hortense,31543,31.4,-81.8,14.0,217
Georgia,Telfair County,Jacksonville,31544,31.9,-82.9,11.0,81
Georgia,Wayne County,Jesup,31545,31.7,-82.0,12.0,263
Georgia,Wayne County,Jesup,31546,31.5,-81.8,13.0,168
Georgia,Camden County,Kings Bay,31547,30.79,-81.54,3.0,88
Georgia,Camden County,Kingsland,31548,30.8,-81.7,11.0,114
Georgia,Telfair County,Lumber City,31549,31.9,-82.8,8.0,89
Georgia,Ware County,Manor,31550,31.1,-82.6,10.0,66
Georgia,Pierce County,Mershon,31551,31.5,-82.3,8.0,189
Georgia,Ware County,Millwood,31552,31.3,-82.6,9.0,295
Georgia,Brantley County,Nahunta,31553,31.2,-82.0,10.0,262
Georgia,Coffee County,Nicholls,31554,31.5,-82.6,12.0,236
Georgia,Wayne County,Odum,31555,31.7,-82.1,11.0,258
Georgia,Pierce County,Patterson,31557,31.4,-82.1,9.0,270
Georgia,Camden County,Saint Marys,31558,30.8,-81.5,11.0,136
Georgia,Wayne County,Screven,31560,31.5,-82.0,12.0,285
Georgia,Charlton County,Saint George,31562,30.7,-82.2,26.0,281
Georgia,Appling County,Surrency,31563,31.7,-82.2,15.0,249
Georgia,Camden County,Waverly,31565,31.1,-81.7,13.0,247
Georgia,Brantley County,Waynesville,31566,31.2,-81.8,12.0,110
Georgia,Coffee County,West Green,31567,31.62,-82.7,5.0,78
Georgia,Camden County,White Oak,31568,31.0,-81.8,10.0,70
Georgia,Camden County,Woodbine,31569,30.9,-81.6,13.0,207
Georgia,Lowndes County,Valdosta,31601,30.8,-83.4,10.0,217
Georgia,Lowndes County,Valdosta,31602,30.9,-83.3,8.0,277
Georgia,Lowndes County,Valdosta,31605,30.95,-83.23,6.0,288
Georgia,Lowndes County,Valdosta,31606,30.8,-83.2,8.0,286
Georgia,Cook County,Adel,31620,31.1,-83.4,9.0,2
Georgia,Berrien County,Alapaha,31622,31.4,-83.2,9.0,28
Georgia,Atkinson County,Axson,31624,31.3,-82.7,8.0,246
Georgia,Brooks County,Barney,31625,31.01,-83.53,6.0,297
Georgia,Thomas County,Boston,31626,30.8,-83.8,11.0,46
Georgia,Brooks County,Dixie,31629,30.8,-83.7,9.0,90
Georgia,Clinch County,Du Pont,31630,30.9,-82.9,11.0,215
Georgia,Clinch County,Fargo,31631,30.8,-82.5,27.0,294
Georgia,Lowndes County,Hahira,31632,31.0,-83.4,10.0,104
Georgia,Clinch County,Homerville,31634,31.0,-82.7,15.0,145
Georgia,Lanier County,Lakeland,31635,31.1,-83.1,9.0,98
Georgia,Lowndes County,Lake Park,31636,30.7,-83.1,11.0,250
Georgia,Cook County,Lenox,31637,31.3,-83.4,9.0,103
Georgia,Brooks County,Morven,31638,30.92,-83.5,6.0,259
Georgia,Berrien County,Nashville,31639,31.2,-83.2,11.0,1
Georgia,Lowndes County,Naylor,31641,30.9,-83.1,8.0,264
Georgia,Atkinson County,Pearson,31642,31.3,-82.9,9.0,270
Georgia,Brooks County,Quitman,31643,30.8,-83.6,13.0,117
Georgia,Berrien County,Ray City,31645,31.06,-83.23,5.0,94
Georgia,Cook County,Sparks,31647,31.2,-83.42,6.0,224
Georgia,Echols County,Statenville,31648,30.7,-82.9,11.0,256
Georgia,Lanier County,Stockton,31649,30.92,-83.0,7.0,100
Georgia,Atkinson County,Willacoochee,31650,31.3,-83.0,12.0,34
Georgia,Dougherty County,Albany,31701,31.58,-84.15,5.0,181
Georgia,Dougherty County,Albany,31705,31.5,-84.0,11.0,248
Georgia,Dougherty County,Albany,31707,31.59,-84.21,4.0,260
Georgia,Sumter County,Americus,31709,32.0,-84.1,10.0,39
Georgia,Sumter County,Andersonville,31711,32.19,-84.12,7.0,203
Georgia,Crisp County,Arabi,31712,31.8,-83.7,8.0,153
Georgia,Turner County,Ashburn,31714,31.7,-83.7,14.0,238
Georgia,Mitchell County,Baconton,31716,31.4,-84.1,7.0,293
Georgia,Sumter County,Americus,31719,32.0,-84.3,10.0,69
Georgia,Dougherty County,Albany,31721,31.5,-84.3,12.0,189
Georgia,Mitchell County,Camilla,31730,31.2,-84.3,17.0,253
Georgia,Tift County,Chula,31733,31.6,-83.5,7.0,238
Georgia,Sumter County,Cobb,31735,31.97,-83.98,5.0,19
Georgia,Thomas County,Coolidge,31738,31.01,-83.87,6.0,120
Georgia,Sumter County,De Soto,31743,31.9,-84.0,7.0,67
Georgia,Colquitt County,Doerun,31744,31.3,-83.9,9.0,292
Georgia,Berrien County,Enigma,31749,31.4,-83.33,7.0,266
Georgia,Ben Hill County,Fitzgerald,31750,31.7,-83.2,14.0,164
Georgia,Colquitt County,Hartsfield,31756,31.18,-83.96,6.0,61
Georgia,Thomas County,Thomasville,31757,30.9,-83.9,9.0,165
Georgia,Lee County,Leesburg,31763,31.7,-84.1,11.0,85
Georgia,Sumter County,Leslie,31764,32.0,-84.1,9.0,215
Georgia,Thomas County,Meigs,31765,31.1,-84.0,8.0,249
Georgia,Colquitt County,Moultrie,31768,31.2,-83.8,13.0,48
Georgia,Colquitt County,Norman Park,31771,31.3,-83.6,9.0,146
Georgia,Worth County,Oakfield,31772,31.72,-83.96,7.0,64
Georgia,Thomas County,Ochlocknee,31773,31.0,-84.1,9.0,200
Georgia,Irwin County,Ocilla,31774,31.6,-83.3,11.0,8
Georgia,Tift County,Omega,31775,31.34,-83.61,7.0,152
Georgia,Thomas County,Pavo,31778,31.0,-83.7,9.0,28
Georgia,Mitchell County,Pelham,31779,31.1,-84.2,11.0,32
Georgia,Sumter County,Plains,31780,32.0,-84.4,10.0,267
Georgia,Worth County,Poulan,31781,31.5,-83.8,8.0,34
Georgia,Turner County,Rebecca,31783,31.8,-83.5,10.0,281
Georgia,Mitchell County,Sale City,31784,31.25,-84.05,5.0,7
Georgia,Lee County,Smithville,31787,31.9,-84.2,11.0,112
Georgia,Colquitt County,Moultrie,31788,31.1,-83.7,10.0,110
Georgia,Worth County,Sumner,31789,31.5,-83.7,12.0,270
Georgia,Turner County,Sycamore,31790,31.65,-83.56,7.0,210
Georgia,Worth County,Sylvester,31791,31.5,-83.9,14.0,72
Georgia,Thomas County,Thomasville,31792,30.8,-84.1,14.0,29
Georgia,Tift County,Tifton,31793,31.5,-83.6,11.0,206
Georgia,Tift County,Tifton,31794,31.4,-83.4,10.0,240
Georgia,Tift County,Ty Ty,31795,31.48,-83.68,7.0,23
Georgia,Worth County,Warwick,31796,31.8,-83.9,7.0,30
Georgia,Irwin County,Wray,31798,31.6,-83.1,13.0,44
Georgia,Marion County,Box Springs,31801,32.5,-84.6,9.0,281
Georgia,Marion County,Buena Vista,31803,32.3,-84.5,13.0,116
Georgia,Harris County,Cataula,31804,32.65,-84.9,7.0,204
Georgia,Chattahoochee County,Cusseta,31805,32.29,-84.75,6.0,278
Georgia,Schley County,Ellaville,31806,32.3,-84.3,12.0,82
Georgia,Harris County,Ellerslie,31807,32.65,-84.83,4.0,8
Georgia,Harris County,Fortson,31808,32.64,-85.01,7.0,151
Georgia,Harris County,Hamilton,31811,32.8,-85.0,15.0,298
Georgia,Talbot County,Junction City,31812,32.62,-84.45,7.0,168
Georgia,Stewart County,Lumpkin,31815,32.0,-84.9,13.0,207
Georgia,Meriwether County,Manchester,31816,32.88,-84.61,6.0,156
Georgia,Muscogee County,Midland,31820,32.55,-84.84,7.0,41
Georgia,Stewart County,Omaha,31821,32.1,-84.9,12.0,250
Georgia,Harris County,Pine Mountain,31822,32.8,-84.9,9.0,142
Georgia,Harris County,Pine Mountain Valley,31823,32.81,-84.82,3.0,114
Georgia,Webster County,Preston,31824,32.1,-84.5,13.0,249
Georgia,Stewart County,Richland,31825,32.1,-84.7,13.0,92
Georgia,Harris County,Shiloh,31826,32.79,-84.69,6.0,265
Georgia,Talbot County,Talbotton,31827,32.7,-84.5,14.0,163
Georgia,Muscogee County,Upatoi,31829,32.5,-84.8,9.0,26
Georgia,Meriwether County,Warm Springs,31830,32.89,-84.73,6.0,107
Georgia,Harris County,Waverly Hall,31831,32.7,-84.7,7.0,295
Georgia,Webster County,Weston,31832,31.97,-84.6,4.0,1
Georgia,Troup County,West Point,31833,32.8,-85.1,9.0,28
Georgia,Talbot County,Woodland,31836,32.8,-84.5,10.0,257
Georgia,Muscogee County,Columbus,31901,32.47,-84.98,2.0,129
Georgia,Muscogee County,Columbus,31903,32.41,-84.95,3.0,84
Georgia,Muscogee County,Columbus,31904,32.54,-85.01,5.0,56
Georgia,Chattahoochee County,Fort Benning,31905,32.4,-84.8,13.0,39
Georgia,Muscogee County,Columbus,31906,32.47,-84.95,3.0,244
Georgia,Muscogee County,Columbus,31907,32.48,-84.87,5.0,280
Georgia,Muscogee County,Columbus,31909,32.54,-84.92,3.0,116
Georgia,Calhoun County,Arlington,39813,31.46,-84.74,5.0,268
Georgia,Decatur County,Attapulgus,39815,30.75,-84.47,6.0,165
Georgia,Decatur County,Bainbridge,39817,30.9,-84.6,12.0,222
Georgia,Decatur County,Bainbridge,39819,30.9,-84.6,14.0,132
Georgia,Early County,Blakely,39823,31.3,-84.9,16.0,120
Georgia,Clay County,Bluffton,39824,31.6,-84.9,9.0,56
Georgia,Decatur County,Brinson,39825,30.9,-84.7,11.0,197
Georgia,Terrell County,Bronwood,39826,31.82,-84.33,5.0,237
Georgia,Grady County,Cairo,39827,31.0,-84.2,7.0,99
Georgia,Grady County,Cairo,39828,30.8,-84.2,11.0,233
Georgia,Decatur County,Climax,39834,30.9,-84.4,15.0,127
Georgia,Randolph County,Coleman,39836,31.6,-84.9,8.0,202
Georgia,Miller County,Colquitt,39837,31.1,-84.7,14.0,146
Georgia,Randolph County,Cuthbert,39840,31.8,-84.8,13.0,244
Georgia,Early County,Damascus,39841,31.3,-84.7,8.0,75
Georgia,Terrell County,Dawson,39842,31.8,-84.4,12.0,90
Georgia,Seminole County,Donalsonville,39845,31.0,-84.9,17.0,112
Georgia,Calhoun County,Edison,39846,31.54,-84.75,6.0,106
Georgia,Clay County,Fort Gaines,39851,31.7,-85.0,11.0,105
Georgia,Quitman County,Georgetown,39854,31.9,-85.0,8.0,96
Georgia,Seminole County,Iron City,39859,31.0,-84.8,9.0,81
Georgia,Early County,Jakin,39861,31.2,-85.0,9.0,235
Georgia,Calhoun County,Leary,39862,31.5,-84.5,9.0,134
Georgia,Calhoun County,Morgan,39866,31.5,-84.6,9.0,1
Georgia,Clay County,Morris,39867,31.8,-85.0,8.0,74
Georgia,Baker County,Newton,39870,31.3,-84.4,17.0,112
Georgia,Terrell County,Parrott,39877,31.9,-84.5,8.0,181
Georgia,Randolph County,Shellman,39886,31.8,-84.6,12.0,204
Georgia,Grady County,Whigham,39897,30.9,-84.3,15.0,7
